,omni_id,date,century,dominant_color,dominant_color_family,palette,description,sentiment,image_url
625,9013525,1904,20,#6d6e6e,Grays,"['#cecbc2', '#aeaba4', '#9e9b94', '#87837d', '#737372', '#707170', '#5a5958', '#706f6e', '#939089', '#777675', '#6d6e6e', '#6a6a69']","the sculptor edward warren sawyer, who trained with hermon atkins macneil at the school of the art institute of chicago in the mid-1890s, sought out the artist elbridge ayer burbank in yuma, arizona. for a short time in 1904, sawyer worked alongside burbank, producing two-inch bas-relief medallions in silver and bronze of many of the same subjects as the painter. although sawyers subject matter and general format were in some respects similar to those in burbanks portraits, sawyer produced idealized profiles rather than ethnographic records. his medallions were collected by burbanks uncle and patron, edward e. ayer, as well as by charles hutchinson, the president of the art institute from 1882 to 1924.",2,"https://lakeimagesweb.artic.edu/iiif/2/d6e8909f-656e-f077-750a-b559d07cc0b4/full/6000,/0/default.jpg"
626,9013526,1918,20,#beb5ac,Grays,"['#f2f1f0', '#cec5bb', '#c1b9af', '#beb5ac', '#aca59c', '#5e554e', '#544b45', '#473f39', '#faf8f8', '#dddad4', '#cbc2b8', '#c7beb3']","the end of the trail, james earle frasers best-known sculpture, has come to symbolize the decimation of the native american population due to westward expansion. in 1893, the year of the worlds columbian exposition in chicago, the 15-year-old fraser, then a student at the school of the art institute, produced the first version of this bronze sculpture.  a melancholic commentary on the vanishing indian, the work portrays an exhausted sioux drooping over his equally weary pony; both rider and horse have literallyand figurativelyreached the end of the trail.",-2,"https://lakeimagesweb.artic.edu/iiif/2/6834fe54-18cd-11d6-d926-9c69814bf42a/full/6000,/0/default.jpg"
627,9013527,1983,20,#a4a1a4,Grays,"['#dfe5c5', '#dadbc3', '#d0cfbf', '#b0b599', '#a4a1a4', '#828b6e', '#d9d2d2', '#d8d6c8', '#d5d0cf', '#c1c0ba', '#a3a69b', '#a0a09a']","the title of this fabric pattern is taken in part from the name of a dance popular in the early 1960s. the vibrations's 1961 hit song the wausi describes a foot-sliding, shoulder-shimmying, hip-wiggling dance similar to the twist. the watusi can be danced solo, and the neon-yellow zebra standing alone behind the leafy green plant stalks suggests the electric and independent spirit of the dance. the vibrations, however, invite their listeners to join in with the line come on, try, sugar pie, keep with the beat, and watusi, watusi with me.",0,"https://lakeimagesweb.artic.edu/iiif/2/73e17db8-80a9-f5fc-df96-1f831e0d434b/full/6000,/0/default.jpg"
628,9013530,1921,20,#544e51,Grays,"['#efefef', '#dddddd', '#dad9d9', '#d3d3d3', '#fcfcfc', '#f8f8f8', '#e6e6e6', '#d6d6d6', '#d2d2d2', '#b2b0b1', '#544e51', '#3a3638']","canadian-born alexander phimister proctor began his career as a sculptor of animals and, along with edward kemeys, achieved recognition for the works he created for chicagos 1893 worlds columbian exposition. during five years of study in france afterward, however, proctor shifted his interests to large-scale figural studies, particularly of the american west. on the war trail is a reduced version of a monumental bronze commissioned for the civic center in denver, colorado. dignified and erect, with the native americans spear thrust defiantly outward, horse and rider provide a striking antidote to the dejected, broken subject of james earle frasers the end of the trail.",-1,"https://lakeimagesweb.artic.edu/iiif/2/166c0d71-c72b-70a3-57d1-45e35b5911bd/full/6000,/0/default.jpg"
629,9013531,1974,20,#a6a2a4,Grays,"['#e4d5bc', '#e3d3aa', '#c2b7a5', '#85817f', '#351f1b', '#212749', '#202d51', '#1c2b50', '#ab9c8d', '#a6a2a4', '#282435', '#18161c']","the entertainer and activist josephine baker, an american expatriate celebrated for her riveting and commanding dance performances, rose to fame in 1920s paris. in this tapestry, her friend, the artist robert brady, depicts baker in a dynamic pose, wearing her famous banana skirt . the juxtaposition of the black, dark blue, and white background with the brown of baker's lithe body and the yellow of her banana skirt dramatically captures the energy and iconoclasm of her vivid performances.",0,"https://lakeimagesweb.artic.edu/iiif/2/bcba206f-7a3c-22f1-15fb-c68a94d39889/full/6000,/0/default.jpg"
630,9013532,1898,19,#a5957f,Grays,"['#a5957f', '#978974', '#845741', '#78715e', '#665545', '#251d1c', '#ab9c87', '#a38a73', '#927861', '#6d3a2d', '#383e34', '#302824']","in 1897 the chicago artist elbridge ayer burbank traveled west on behalf of his uncle, the philanthropist edward e. ayer, to paint a portrait of the famed apache chief geronimo, who was then living in captivity at fort sill in the oklahoma territory. during his subsequent travels throughout the west, burbank depicted individuals from virtually every native american tribe in ethnographic portraits, nevertheless focusing a sensitive artistic eye on his sitters. like hermon atkins macneil before him, burbank witnessed the hopi snake dance in arizona and followed the dances nine-day progress, ultimately producing more than 19 paintings of the participants. the art institute owns eight of these portraits. each element of paint and dress carries a specific meaning in burbanks portraits. in his depictions of the hopi priests ko-pe-ley and ho-mo-vi, for example, the black paint on the upper parts of their faces represents heavy rain clouds, and t",2,"https://lakeimagesweb.artic.edu/iiif/2/0b14d1fa-f1d4-d3da-5078-3f9ecd58bc12/full/6000,/0/default.jpg"
631,9013539,1890,19,#b08e5d,Yellows,"['#d6bb99', '#b99768', '#a88756', '#392306', '#341d04', '#b08e5d', '#a37e4b', '#937242', '#835e2c', '#764c18', '#513610', '#281c05']","executed around 1890, the year when the massacre at wounded knee effectively ended the armys conflict with the plains indians, historians of the tribe clearly situates the glories of native americans in the past. in a tightly defined, darkened interior, watched over by a tribal elder in the central background, five mentheir postures slumped or languid in surrenderrecord and reread their hieroglyphic history. at the moment of their defeat, remington chose to depict his native american subjects with a certain sentimentality.",1,"https://lakeimagesweb.artic.edu/iiif/2/ecfff421-1685-8337-1b3c-910371e6d753/full/6000,/0/default.jpg"
632,9013545,1923,20,#191c1f,Blacks,"['#a9bfab', '#a3854f', '#996132', '#87aba9', '#666749', '#e0e6cb', '#cfd2ac', '#baccb0', '#b6ac79', '#99ac90', '#4e3629', '#191c1f']","the man who makes himself the [jean-franois] millet of the indian, who paints him just as he is, as he works, as he lives, will strike the lasting note. chicagos mayor, carter h. harrison, jr., gave this advice to walter ufer during the artists first summer in new mexico in 1914, suggesting that he should not, for example, rehash romantic interpretations of native american life. the artist took harrisons advice and depicted the lives and work of contemporary native americans, including ufers favorite sitter and close friend, jim, shown here in profile with his daughter.",2,"https://lakeimagesweb.artic.edu/iiif/2/d471b4df-91de-c0e1-38e9-3297b3f88887/full/6000,/0/default.jpg"
633,9013541,1895,19,#6a616c,Grays,"['#ededee', '#ebebed', '#e9e9eb', '#e7e7ea', '#e4e5e8', '#6a616c', '#f0f0f2', '#ececed', '#eaeaeb', '#e8e8ea', '#bcbac0', '#433843']","although born, raised, and educated on the east coast, frederic remington achieved considerable success as americas leading illustrator of life on the western frontier. in 1894 he turned his skill and energy to sculpture. this vigorous portrayal of a cowboy taming a wild horse was the artists first effort in bronze, and with an illustrators eye for drama, he captured the single most illuminating moment of the event. although the horse and rider struggle against each other, they are pulled together at the instant of utmost exertion. as the bronco rears up, back arched and splayed tail snapping, the cowboy leans forward, his whip suspended in midair as he clutches the reins and horses mane. this minutely rendered, spirited, and technically remarkable depiction of life in the wild west became one of the most popular american bronzes of the early twentieth century. the art institutes version is one of nearly seventy made at the henry-bonnard",0,"https://lakeimagesweb.artic.edu/iiif/2/446af9b2-c4e8-c067-e5cb-f1a7953c7687/full/6000,/0/default.jpg"
634,9013552,1976,20,#4e3325,Reds,"['#b0abaa', '#918774', '#776b59', '#714f37', '#67675e', '#504739', '#4e3325', '#a2a2a1', '#856e53', '#78827d', '#614c38', '#332821']","this tapestry visualizes a violin over taken by the vibrations of its own sonata. the designer, leonardo nierman, sensously orchestrated colors and forms to illuminate the visual and aural power of music. as a young man, nierman aspired to be a professional violinist, but when he realized that he could not achieve the level of virtuosity he sought, he refocused his efforts on a different artistic practice.",2,"https://lakeimagesweb.artic.edu/iiif/2/6ffe16d8-abc7-d9f4-d879-266554dea920/full/6000,/0/default.jpg"
635,9013554,1868,19,#9d957a,Grays,"['#bbaf8f', '#b2a587', '#9d957a', '#998b71', '#787978', '#766f63', '#5a513b', '#aea083', '#a79e81', '#a6987d', '#817e72', '#767676']","this kesaa buddhist monk's robefeatures a rooster perched atop a taiko drum, a 13-string koto, a pear-shaped biwa, a stringed tsutsumi drum, and a flute, as well as two masks. music and performance play an important role in the lives of japanese buddhist monks, whose ritual practice is facilitated by patterns of sound, silence, movement, and stillness. the instruments, masks, and foliate forms that dance across the golden ground of the kesa produce a vivid composition that would be even livelier if the garment were wrapped around the body.",1,"https://lakeimagesweb.artic.edu/iiif/2/a151636d-7333-d4b9-3b87-99f1b47366ee/full/6000,/0/default.jpg"
636,9013555,1895,19,#793a1d,Reds,"['#a36532', '#7a4f2e', '#50311d', '#1c1307', '#ba8446', '#9c5426', '#793a1d', '#482010', '#311e10', '#271a0d', '#1f180c', '#1e160a']","the ghost dance, or messiah craze as the press called it, fused native american religion and christianity to express ideas about the resurrection and rejuvenation of indigenous cultures. a manifestation of native american pride and empowerment in the final years of the 1880s, these ceremonies drew the attention of ethnographers and aroused the suspicions of united states government and military officials. after the murders of big foot and sitting bull and the massacre at wounded knee in 1890, the ghost dance became part of the legend of the vanishing indian. in ralph blakelocks murky, deliberately ambiguous composition, the dancing figures appear as ghosts or shadows insubstantial fragments of a memory or a dream.",-2,"https://lakeimagesweb.artic.edu/iiif/2/8cbc598e-953d-cfd1-b1a1-110c7d8c802c/full/6000,/0/default.jpg"
637,9013556,1896,19,#2c3834,Blacks,"['#b7b7b7', '#afafaf', '#424f4c', '#bfc0c0', '#bcbcbc', '#bababa', '#b4b4b4', '#aaaaaa', '#a3a4a3', '#949494', '#6b7270', '#2c3834']","the vast array of ethnographic material at the 1893 worlds columbian exposition in chicago piqued hermon atkins macneils interest in native american culture, and he traveled to the west in 1895 to experience it firsthand. the moqui runner depicts the snake dance, a hopi  prayer for rain in which priests run from the high mesa to the plains while grasping handfuls of snakes. macneil achieved a new level of dynamism that reflected the thrill of the spectacle, as described by his friend, the author hamlin garland: they had rushed four miles at top speed, but they mounted the trail toward walpi with incredible celerity. as they passed me their long hair waved up at the sides in a peculiar and beautiful fringe. i have never seen anything finer in the way of motion.",3,"https://lakeimagesweb.artic.edu/iiif/2/11ae1bb5-87b9-2326-73d3-00c06bcda56d/full/6000,/0/default.jpg"
638,9013557,1959,20,#4a5e6c,Grays,"['#dbd390', '#beb788', '#856f52', '#444946', '#364750', '#322f24', '#a3966e', '#686a5e', '#5e4a38', '#4a5e6c', '#2c424d', '#19201a']","this tapestry features a variety of traveling street performers flanked by a well-dressed audience. vertical forms predominate, and the elongated bodies of the figures, the patterning of their costumes, and the stripes of the tent all draw attention to the small cottages in the background. while the entertainers endeavor to delight the spectators, the horse and carriage in the background hint at the transitory character of their livesand, in fact, the fleeting nature of life regardless of one's circumstances.",1,"https://lakeimagesweb.artic.edu/iiif/2/071c5433-40e5-b8b6-6305-645eb4ec39ef/full/6000,/0/default.jpg"
639,9013559,1916,20,#92b6c6,Cyans,"['#e2ede6', '#c0d9d9', '#acb9a0', '#a6c3cb', '#9f9f73', '#7ea1ba', '#d5decc', '#b2ced0', '#9aa69a', '#92b6c6', '#79807e', '#443c3c']","walter ufer decided to become an artist after attending the 1893 chicago worlds columbian exposition, ultimately enrolling at the school of the art institute. he traveled to taos, new mexico, for the first time in 1914 and by 1917 became an active member of the taos society of artists, whose mission was to promote, maintain and preserve high standards of artistic excellence in painting . . . as it pertains to new mexico. in the solemn pledge, ufer created a monumental composition that contrasts a bright, vivid palette with the solemnity of three generations of taos indians. the painting won the martin b. cahn prize at the art institutes annual exhibition of american art in 1916 and was purchased for the permanent collection that year.",0,"https://lakeimagesweb.artic.edu/iiif/2/273d5568-d7a6-acea-7ad6-884cc8cd212f/full/6000,/0/default.jpg"
640,9013560,265,3,#594c3d,Grays,"['#f9fbfa', '#f5f5f5', '#efefef', '#e5e5e5', '#dfdfdf', '#d1d1d0', '#eaeaea', '#d8d8d8', '#c2c2c1', '#786e62', '#594c3d', '#382c20']","this crouching leonine animal may be a fanciful depiction of a lionan animal not indigenous to china but initially introduced under the patronage of buddhism, where it appeared as an emblem for the historical buddha and as guardian of the faith. this small but imaginative form, carefully modeled with long beard and curled mane, likely served as a candlestand.",1,"https://lakeimagesweb.artic.edu/iiif/2/62231a64-1e3d-1225-3996-b23c45565392/full/6000,/0/default.jpg"
641,9013601,1644,17,#f8f6f7,Whites,"['#fcfbf9', '#fbf9fa', '#faf9f7', '#f9f7f8', '#f8f7f5', '#f0efee', '#d7d9d3', '#cfcfc7', '#faf8f8', '#f8f6f7', '#dcdad5', '#a0968d']","chinese porcelains known in the west by the french term famille rose  are distinguished by pastel shades of overglaze enamel, primarily pink derived from colloidal goldtiny fragments of crushed gold dissolved in translucent enamel. previously unknown in china, such delicately colored mineral pigments were partly inspired by the art of painted enamel on copper that was introduced to the chinese court by northern european jesuit missionaries in the late seventeenth and early eighteenth centuries. masterfully created and applied by potters and painters at the imperial workshops, these subtle tones were termed powdered colors, soft colors, and foreign colors. by their court patrons. these graceful branches of fruiting peaches and plum blossoms, juxtaposed with five red bats , carry subtly auspicious messages.  peaches connote longevity; the five bats are a rebus, or pictorial",1,"https://lakeimagesweb.artic.edu/iiif/2/37cdefd7-4058-d881-05c5-e8be2664ee81/full/6000,/0/default.jpg"
642,9013610,1644,17,#131313,Blacks,"['#e7ebf1', '#131315', '#969fac', '#575554', '#171318', '#131313', '#d0d2de', '#131311', '#353432', '#1b1a19', '#111414', '#101010']","these eggshell-thin bowls represent an exquisite example of the technique known as doucai , in which underglaze-blue outlines are partly filled with overglaze enamel colors. outlines of bamboo were painted in cobalt and covered with a transparent glaze before firing. the leaves were then colored with pale green, yellow, and red enamels, and the bowls refired at a lower temperature. bamboo, which remains green throughout the year and whose hollow stems bend without breaking, has traditionally been viewed in china as a poignant image of human resilience. the elegant depiction of nature on these teabowls was undoubtedly inspired by chinas long tradition of bamboo paintings on silk and paper.",3,"https://lakeimagesweb.artic.edu/iiif/2/0cbd9520-1a6f-60df-566d-c6cbac3b4391/full/6000,/0/default.jpg"
643,9013617,1279,13,#2d2d2d,Blacks,"['#d3d7d7', '#b4b9ba', '#a2a5a6', '#858584', '#757978', '#595959', '#2f2f2f', '#2d2d2d', '#2b2b2a', '#909291', '#3a3a3a', '#292e2c']","in its subtle elegance, this incense burner reflects the refined sensibility of song dynasty chinas cultural elitemembers of the imperial court as well as newly affluent and well-educated classes of merchants and government officials. the basin of this incense burner, elevated on a lobed foot, contains an artichokelike lotus that opens into two tiers of small, pointed petals and supports a delicately carved waterfowl. fragrant smoke would have wafted gently from the birds mouth and from two holes perforated between its feet. as song poets and painters praised incense for its efficacy in dissipating gloom and stimulating artistic creativity, connoisseurs treasured its accoutrements as luxurious domestic furnishings. pieces displaying the extraordinary quality of this incense burner are attributed to the kilns at jingdezhen in southeastern jiangxi province, which later became chinas preeminent center for ceramic production.",0,"https://lakeimagesweb.artic.edu/iiif/2/cd98de2b-1589-7e9e-1297-5d7566938d07/full/6000,/0/default.jpg"
644,9013626,2011,21,#e4e1dd,Whites,"['#f0ede9', '#e9e5e2', '#e4e1dd', '#d2cfca', '#c0b5a9', '#695143', '#54392b', '#e2dcd7', '#dedad5', '#d9d6d1', '#d6d2cc', '#82624d']","in 2011 andrea trimarchi and simone farresin of studio formafantasma were commissioned by the italian plart foundation to undertake a retrospective study of the centuries-old technology of making plastics from natural polymers extracted from plant or animal sources, rather than from petroleum. the results of this study, entitled botanica, include a collection of tableware that combines organic plastics derived from historical techniques with traditional materials like wood, ceramic, and metal. the botanica plastic eco-vase, for example, is made of beeswax, wood, and shellaca natural polymer extracted from insect excrement that was popular up to the 1930s. the vases textured finishes and details evoke tradition and the handcrafted, yet display desirable qualities of contemporary design.",0,"https://lakeimagesweb.artic.edu/iiif/2/8e778ec9-20e6-2117-0d53-215ab1fd7706/full/6000,/0/default.jpg"
645,9013635,1644,17,#55554e,Grays,"['#d2d9d2', '#bec3c0', '#b5b5b0', '#aeafae', '#adb5af', '#aaabaa', '#a3a3a2', '#969b97', '#81857f', '#55554e', '#e3eae4', '#a8a6a5']","the emperors of chinas last dynasty, the qing, were enamored of exquisitely decorative objects and recruited remarkable craftsmen to serve their court. during his brief reign, the yongzheng emperor, himself an artist and astute connoisseur, took a personal role in overseeing the imperial kilns. in their elegance and technical sophistication, these extraordinarily thin cups exemplify his exacting standards. their floral medallions were delicately outlined in pale cobalt blue and, after glazing and firing, filled with soft, translucent enamels. so perfectly do these enamels fill the outlines that this technique is known as doucai . although quite different from the naturalistic floral motifs that characterize many qing imperial porcelains, these medallions are also seen in rare examples of exquisite yongzheng ware in the palace museum in beijing. their style may reflect the influence of japanese lacquer",4,"https://lakeimagesweb.artic.edu/iiif/2/e678a359-c71f-e015-3130-50619923a9ad/full/6000,/0/default.jpg"
646,9013645,1644,17,#992111,Reds,"['#c9c7c4', '#c5c5c2', '#bfbdbc', '#a0311e', '#992111', '#791f11', '#cececa', '#cccac7', '#c9cac6', '#c2c2c0', '#9f928d', '#7c3225']","this vessel plays upon a rebus: the words for butterfly and gourd together allude to the wish for innumerable generations of sons and grandsons. the image of fruit-bearing stems visually reinforces this ideal, which was highly valued in traditional confucian society.  butterflies with beautifully contoured wings flutter amid red, orange, and pale green gourds, melons, pumpkins, or squash.  the lobed fruits are decorative rather than botanically specific; together, they grow from gracefully trailing stems with large palmette leaves and elegantly curled tendrils.",2,"https://lakeimagesweb.artic.edu/iiif/2/91133419-408e-43f4-7193-859708a47d34/full/6000,/0/default.jpg"
647,9013763,1124,12,#a8a7a9,Grays,"['#ded3c3', '#b8b1aa', '#a8a7a9', '#a5a19e', '#929195', '#82838a', '#7f7f85', '#7b7d86', '#737379', '#d2c6b5', '#9c9ea4', '#88868b']","this ewer was probably used to pour wine, which was customarily served warm. its grey-tinged glaze, melon-like form, and triple-strand handle with floral tendrils are most distinctive to ceramics made under the liao, a semi-nomadic people who conquered north china and established their southern capital in the area of present-day beijing .",0,"https://lakeimagesweb.artic.edu/iiif/2/97770c9c-5011-ad7c-0896-71ddb5dd5cfe/full/6000,/0/default.jpg"
648,9013797,1279,13,#bfbebe,Grays,"['#d5d5d3', '#cfcfcd', '#c9c9c8', '#c7c7c6', '#c5c5c4', '#928d87', '#c7cbc9', '#cacac8', '#bfbebe', '#674630', '#4f4239', '#37281f']","song dynasty potters achieved unprecedented refinement in iron-rich, chocolate brown stonewares with lustrous dark glazes. this bowl's hare's fur effect was formed naturally when an iron-rich slip was applied to the rim of the glazed surface. during firing, gravity pulled particles of this slip downward into the bowl, creating feathery streaks. the much-admired style of this piece originated at kilns in southeastern fujian province, which specialized almost exclusively in conical tea bowls. these bowls fit perfectly in cupped hands and visually intensified the milky froth of white tea, brewed from young tea leaves that were steamed, baked, press-molded into cakes, reground to a fine powder, and then blended and whipped with boiling water. this type of blackware is popularly designated temmoku, the japanese name of a mountain in south china and the site of a buddhist monastery where japanese monks treasured such",2,"https://lakeimagesweb.artic.edu/iiif/2/611a0346-bad2-791b-53b0-82ea51f09c00/full/6000,/0/default.jpg"
649,9013799,2006,21,#c1c1bf,Grays,"['#f5f5f3', '#ecebe9', '#dfdfdc', '#c1c1bf', '#e9eae5', '#eeeeeb', '#eaeae8', '#e9e8e5', '#e6e6e2', '#e4e2de', '#d4d4d2', '#484847']","stefan sagmeisters graphic designs are often unsettling, engaging the viewer through a combination of subtle wit and humor, married with sinister undertones and references drawn from popular culture. the project being not truthful always works against me was created in collaboration with ralph ammer, and it is comprised of those words digitally woven into a projected spiderweb. as a viewer passes in front of the work, a sensor captures the movement, and the web begins to break down, resulting in its eventual destruction and dissolution. however, when the viewer has gone, the web reconstructs itself time and again, playfully mimicking the regenerating power of an actual spider through digital means.",-1,"https://lakeimagesweb.artic.edu/iiif/2/834b476e-6451-d65f-ffbf-e2d445fc6b0d/full/6000,/0/default.jpg"
650,9013850,1127,12,#2d4147,Grays,"['#bbbbbb', '#b5b5b5', '#b1b1b1', '#ababab', '#a5a5a5', '#9f9fa0', '#2d4147', '#cacaca', '#c2c2c2', '#afaeae', '#5f7078', '#161c21']","this bowls striking, variegated blue hue was created accidentally during firing, when the iron-rich glaze chemically reacted with a mixture of wood or bamboo ash that was applied to its surface. the original dark brown hue is preserved in the more thinly coated rim and in the hauntingly delicate pattern of blossoming plum that was applied in resist by a stencil of cut paper. as the first flower to bloom in late winter, the plum blossom was associated with beauty, renewal, and fortitude, and became an auspicious motif in chinese painting and decorative arts during the song dynasty.",1,"https://lakeimagesweb.artic.edu/iiif/2/3996cc53-a7bf-8adb-50bc-3bc68121c592/full/6000,/0/default.jpg"
651,9013896,1513,16,#9a3418,Reds,"['#e0cfae', '#c7a774', '#b88f58', '#aa4f27', '#8b6b3e', '#75512e', '#5e4d2f', '#5b331b', '#bd743b', '#a87039', '#9a3418', '#8e5026']","at the center of this cloth painting  from nepal the goddess ushnishavijaya is enshrined within a large buddhist funeral mound or shrine , flanked by a red and green bodhisattva. as the personification of the buddhas cranial bump , ushnishavijaya is associated with wisdom and is worshipped for long life and freedom from rebirth. at the periphery, she is surrounded by the guardians of the four directions. the blank red spaces are areas where the painting was damaged and then restored. an upper section is also missing. the many small chaityas represent the multiplication of merit accumulated in this painting, which symbolically allow for the donation of 100,000 chaityas in a ceremony known as lakshachaitya . this ceremony is depicted in the bottom register, where priests officiate at the lower left and donors officiate at the lower ri",0,"https://lakeimagesweb.artic.edu/iiif/2/92cc9036-2969-90bc-74be-23e5d1cc0a84/full/6000,/0/default.jpg"
652,9013900,1299,13,#727272,Grays,"['#bfd1c9', '#727270', '#6d6d71', '#1d4780', '#cbd4cd', '#7b726a', '#77a0a9', '#727272', '#5f727e', '#564e5d', '#727279', '#0d205f']","during the sixteenth and seventeenth centuries, at the height of the ottoman empire, ceramic vessels and tiles of remarkable artistic and technical quality were produced at iznik, a city in northwestern anatolia. the middle of the sixteenth century was an important moment in the evolution of iznik wares. to the existing blue-and-white palette was added color: first turquoise, green, and purple, then a red slip. the earlier focus on tableware was supplemented by a new demand for architectural tilework. also at this time a new style emerged that emphasized floral motifs, such as familiar flowers , as well as compositions of leaves and palmettes. the enduring quality of iznik at its best and most representative is the effect of bold patterning in brilliant polychrome set against a pure white ground. the design here consists of elaborate palmettes and sinuously writhing leaves with serrated edges. roset",2,"https://lakeimagesweb.artic.edu/iiif/2/527eae48-f36d-f9f4-045e-007b734d57b7/full/6000,/0/default.jpg"
653,9013906,2003,21,#2d2c36,Blacks,"['#594357', '#537f9d', '#2c536a', '#c7b69d', '#95929c', '#7b4853', '#657292', '#4d709d', '#474864', '#3d6c8d', '#2d2c36', '#539394']","adopting imagery from a diverse array of artistsincluding salvador dal, frank auerbach, and science fiction illustrator chris fossglenn browns paintings transform his original sources into works of swirling, brightly colored paint. copied from reproductions, his distortions project his manipulated figures into an eerily futuristic world. a direct quotation of rembrandt van rijns a bust of a young woman smiling , dark star both captures and parodies the subtle expression of the original, yet still mimics its lush surface. browns brushwork is actually thin, even glassy, rendering rembrandts strokes utterly nontactile, their texture an illusion. the title, dark star, perhaps quoting the low-budget 1970s astronaut film of the same name, evokes the appeal of the science-fiction genre, serving to transport an old master painting into, or perhaps beyond, the realm of kitsch.</",1,"https://lakeimagesweb.artic.edu/iiif/2/a9752e99-e8f5-ab62-47fd-5a0d588d5ee5/full/6000,/0/default.jpg"
654,9013927,1922,20,#c8b990,Yellows,"['#cbbd94', '#c8b990', '#726146', '#4e3f30', '#ded6b7', '#d4c6a0', '#cec098', '#bbac87', '#ad9e7a', '#a29471', '#918260', '#7e6e50']","the 1922 chicago tribune tower competition is perhaps the most well-known contest in chicago's architectural history.  the competition, which elicited 260 designs from firms around the world, proved to be an important international forum for attitudes about the prevailing aesthetic of the tall office building.this gothic-inspired entry by japanese-born architect richard mine  received one of 50 honorable mentions in the competition.  mine, a recent graduate of the university of illinois at urbana-champaign at the time of the competition, went on to work for companies and firms such as general motors, kraft foods, and holabird, root and burgee.",2,"https://lakeimagesweb.artic.edu/iiif/2/03e8f2f8-59bc-6164-0302-f0e32bb9c4d9/full/6000,/0/default.jpg"
655,9013947,1835,19,#241916,Blacks,"['#dadbdb', '#d5d5d5', '#b4b5b4', '#a9a9a8', '#979796', '#767170', '#393130', '#241916', '#cbcccb', '#c0c0bf', '#a2a2a0', '#9e9e9c']","by the late-eighteenth century, american glass blowers had developed the technique of pattern molding. using this method, the gaffer  collects a portion, or gather, of molten glass on the blowpipe. the glass is then pushed into a fluted or ridged mold, removed from the mold, and then blown. in this way, the molded decorative ridges expand and can be twisted, as shown in this bottle. pattern molding was the most common method of glass decoration in the united states until the technique of press molding was developed in the 1820s.",0,"https://lakeimagesweb.artic.edu/iiif/2/1fcc7079-3895-40d0-59af-bf03f18453a0/full/6000,/0/default.jpg"
656,9013951,1931,20,#666b5f,Grays,"['#fafbf2', '#7b7f6f', '#666b5f', '#d4d2bc', '#b4ae92', '#a4a28a', '#989880', '#929079', '#848a77', '#777867', '#6d766a', '#575c54']","the aim of the chicago war memorial competition was to adequately memorialize the sacrifices and services of all who served in the worlds war and in a manner relating not inharmoniously to the adjacent architectural and landscape elements of grant park and the yacht harbor. the memorial was to be constructed on a man-made island in lake michigan across from buckingham fountain.  the competition resulted in 114 entries that were narrowed to four finalists by the jury.  finally, a scheme by the new york architects eric gugler and roger bailey was selected.  second place was awarded to benjamin h. marshall, a chicago architect.the proposal by voorhees, gmelin, and walker was among the finalists cited by the jury for its originality.  the rendering by john wenrich captures the intention of designer ralph walker to portray not only the brutal agony of war but also the serenity when wars will no longer be waged.the first place designs h",-4,"https://lakeimagesweb.artic.edu/iiif/2/9e47bb2c-cab7-7c37-fad0-854155768e6e/full/6000,/0/default.jpg"
657,9013995,580,6,#413b34,Grays,"['#f7f7f7', '#f5f5f5', '#ededed', '#e9e9e9', '#dfdfdf', '#d7d7d7', '#d1d1d0', '#70675a', '#413b34', '#f2f2f2', '#eff0f0', '#a9a6a1']","corinthlocated on the narrow isthmus that joins the greek mainland  and the peloponnese, with natural harbors facing east and west, corinth was the major port of trade in greece for most of the archaic period . producers exported scented oil around the mediterranean in terra-cotta containers that survive today in the thousands.the identities of most greek vase painters are unknown, so sometimes they are named after a distinctive feature. the artist who decorated this container is called the ampersand painter because here and elsewhere the looping tail of the sphinx  takes the shape of an ampersand, the proper name for the symbol &amp;, which is shorthand for the word and.around the time that this jar was made, egypts king, amasis , in the interest of trade, gave the greeks the egyptian port city of naucratis, where greek and egyptian cultures mi",1,"https://lakeimagesweb.artic.edu/iiif/2/b71540a1-aed8-2ed1-a1c9-f12022a0b64b/full/6000,/0/default.jpg"
658,9014047,1977,20,#2d2c2c,Blacks,"['#3c3d3c', '#393938', '#343332', '#e7e8e6', '#b6b8b4', '#8b8c89', '#656664', '#545453', '#464645', '#363635', '#30302e', '#2d2c2c']","dieter appelt studied art, photography, and music, spending 18 years as an opera singer with the deutsche oper berlin. in 1979 appelt left the opera company to focus on visual arts. he has since produced a large body of photographs, often based in sculpture or performance and with himself as a subject, exploring themes of death, rebirth, and suffering. the title of this photograph is a quote from the 1910 novel impressions of africa  by the french poet and playwright raymond roussel, whose fantastical and bizarre works were praised by his surrealist contemporaries. this linewith its reference to mark-making, time, and ephemeralityhas served appelt as inspiration for his photographic work in general. here, however, he enacts the phrase literally, creating a self-portrait of his engagement with picturing the intangible.",-1,"https://lakeimagesweb.artic.edu/iiif/2/db0d058c-b2a7-6d19-eaa9-54565f0bd10d/full/6000,/0/default.jpg"
